"name","neighborhood","city","year","stars"
"Tamarind Tribeca","Manhattan","New York","2012","1"
"Telepan","Manhattan","New York","2012",""
"Tempura Matsui","Manhattan","New York","2012",""
"Tori Shin","Manhattan","New York","2012","1"
"Torrisi Italian Specialities","Manhattan","New York","2012",""
"Tulsi","Manhattan","New York","2012","1"
"Uncle Boons","Manhattan","New York","2012",""
"Ushiwakamaru","Manhattan","New York","2012",""
"La Vara","Brooklyn","New York","2012",""
"Veritas","Manhattan","New York","2012","1"
"Vong","Manhattan","New York","2012",""
"Wallsé","Manhattan","New York","2012","1"
"wd~50","Manhattan","New York","2012","1"
"Zabb Elee","Queens","New York","2012",""
"ZZ's Clam Bar","Manhattan","New York","2012",""
"Acquerello","Nob Hill","San Francisco","2012","1"
"Adega","San Jose","San Francisco","2012",""
"Alexander’s Steakhouse","Cupertino","San Francisco","2012","1"
"All Spice","San Mateo","San Francisco","2012",""
"Al's Place","Mission","San Francisco","2012",""
"Ame","SoMa","San Francisco","2012","1"
"Applewood","Guerneville","San Francisco","2012",""
"Aster","Mission","San Francisco","2012",""
"Atelier Crenn","Cow Hollow","San Francisco","2012","1"
"Aqua","Financial District","San Francisco","2012","Closed"
"Auberge du Soleil","Rutherford","San Francisco","2012","1"
"Aziza","Richmond","San Francisco","2012","1"
"Baumé","Palo Alto","San Francisco","2012","2"
"Benu","SoMa","San Francisco","2012","2"
"Bistro Jeanty","Yountville","San Francisco","2012",""
"Bouchon","Yountville","San Francisco","2012","1"
"Boulevard","SoMa","San Francisco","2012","1"
"Bushi-Tei","Japantown","San Francisco","2012",""
"Californios","Mission","San Francisco","2012",""
"Campton Place","Union Square","San Francisco","2012","1"
"Chez Panisse","Berkeley","San Francisco","2012",""
"Chez TJ","Mountain View","San Francisco","2012","1"
"Coi","North Beach","San Francisco","2012","2"
"Commis","Oakland","San Francisco","2012","1"
"Commonwealth","Mission","San Francisco","2012",""
"Cortez","Financial District","San Francisco","2012","Closed"
"Cyrus","Healdsburg","San Francisco","2012","2"
"Dio Deka","Los Gatos","San Francisco","2012","1"
"Dry Creek Kitchen","Healdsburg","San Francisco","2012",""
"El Paseo","Mill Valley","San Francisco","2012","Closed"
"Etoile","Yountville","San Francisco","2012","1"
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2012","1"
"Fifth Floor","SoMa","San Francisco","2012",""
"Fleur de Lys","Financial District","San Francisco","2012","1"
"Frances","Castro","San Francisco","2012","1"
"Gary Danko","North Beach","San Francisco","2012","1"
"Hashiri","SoMa","San Francisco","2012",""
"In Situ","SoMa","San Francisco","2012",""
"Jū-Ni","North Panhandle","San Francisco","2012",""
"K&L Bistro","Sebastopol","San Francisco","2012",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2012",""
"Kenzo","Napa","San Francisco","2012",""
"Kin Khao","Union Square","San Francisco","2012",""
"Kinjo","Russian Hill","San Francisco","2012",""
"Kusakabe","Financial District","San Francisco","2012",""
"La Costanera","Montara","San Francisco","2012","1"
"La Folie","Russian Hill","San Francisco","2012","1"
"La Toque","Rutherford","San Francisco","2012","1"
"Lazy Bear","Mission","San Francisco","2012",""
"Lord Stanley","Nob Hill","San Francisco","2012",""
"Luce","SoMa","San Francisco","2012","1"
"Madera","Menlo Park","San Francisco","2012","1"
"Madrona Manor","Healdsburg","San Francisco","2012","1"
"Manresa","Los Gatos","San Francisco","2012","2"
"Martini House","St. Helena","San Francisco","2012","Closed"
"Maruya","Mission","San Francisco","2012",""
"Masa's","Nob Hill","San Francisco","2012","1"
"Michael Mina","Financial District","San Francisco","2012","1"
"Mirepoix","Windsor","San Francisco","2012","Closed"
"Mister Jiu’s","Chinatown","San Francisco","2012",""
"Mosu","Fillmore","San Francisco","2012",""
"Mourad","SoMa","San Francisco","2012",""
"Murray Circle","Sausalito","San Francisco","2012",""
"Nico","Pacific Heights","San Francisco","2012",""
"Octavia","Lower Pacific Heights","San Francisco","2012",""
"Omakase","SoMa","San Francisco","2012",""
"One Market","SoMa","San Francisco","2012","1"
"Plumed Horse","Saratoga","San Francisco","2012","1"
"Quince","Jackson Square","San Francisco","2012","1"
"Range","Mission","San Francisco","2012",""
"Rasa","Burlingame","San Francisco","2012",""
"Redd","Yountville","San Francisco","2012","1"
"Rich Table","Hayes Valley","San Francisco","2012",""
"Rubicon","Financial District","San Francisco","2012","Closed"
"Saison","SoMa","San Francisco","2012","2"
"Sante","Sonoma","San Francisco","2012","1"
"SingleThread Farms","Healdsburg","San Francisco","2012",""
"Solbar","Calistoga","San Francisco","2012","1"
"Sons & Daughters","Nob Hill","San Francisco","2012","1"
"SPQR","Fillmore","San Francisco","2012",""
"Spruce","Presidio Heights","San Francisco","2012","1"
"State Bird Provisions","Fillmore","San Francisco","2012",""
"Sushi Ran","Sausalito","San Francisco","2012",""
"Sushi Yoshizumi","San Mateo","San Francisco","2012",""
"Terra","St. Helena","San Francisco","2012","1"
"Terrapin Creek","Bodega Bay","San Francisco","2012","1"
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2012","Closed"
"The French Laundry","Yountville","San Francisco","2012","3"
"The Progress","Fillmore","San Francisco","2012",""
"The Restaurant at Meadowood","St. Helena","San Francisco","2012","3"
"The Village Pub","Woodside","San Francisco","2012","1"
"Trevese","Los Gatos","San Francisco","2012","Closed"
"Ubuntu","Napa","San Francisco","2012","1"
"Wako","Richmond","San Francisco","2012",""
"Wakuriya","San Mateo","San Francisco","2012","1"
"42 Grams","Uptown","Chicago","2012",""
"Acadia","South Loop","Chicago","2012",""
"Alinea","Lincoln Park","Chicago","2012","3"
"Avenues","Magnificent Mile","Chicago","2012","Closed"
"Band of Bohemia","Ravenswood","Chicago","2012",""
"Blackbird","West Loop","Chicago","2012","1"
"Boka","Lincoln Park","Chicago","2012","1"
"Bonsoirée","Logan Square","Chicago","2012","1"
"Charlie Trotter's","Lincoln Park","Chicago","2012","2"
"Crofton on Wells","River North","Chicago","2012",""
"Courtright's","Willow Springs","Chicago","2012","1"
"Dusek's","Pilsen","Chicago","2012",""
"El Ideas","Douglas Park","Chicago","2012",""
"Elizabeth","Ravenswood","Chicago","2012",""
"Elske","West Loop","Chicago","2012",""
"Entente","Lakeview","Chicago","2012",""
"Everest","Loop","Chicago","2012","1"
"Goosefoot","Ravenswood","Chicago","2012",""
"Grace","West Loop","Chicago","2012",""
"Graham Elliot","River North","Chicago","2012","1"
"GreenRiver","Streeterville","Chicago","2012",""
"L2O","Lincoln Park","Chicago","2012",""
"Longman & Eagle","Logan Square","Chicago","2012","1"
"Mexique","West Town","Chicago","2012",""
"Moto","Fulton Market","Chicago","2012","1"
"NAHA","River North","Chicago","2012","1"
"NoMI","Magnificent Mile","Chicago","2012",""
"North Pond","Lincoln Park","Chicago","2012",""
"Oriole","West Loop","Chicago","2012",""
"Parachute","Avondale","Chicago","2012",""
"RIA","Gold Coast","Chicago","2012","2"
"Roister","Fulton Market","Chicago","2012",""
"Schwa","West Town","Chicago","2012","1"
"Seasons","Magnificent Mile","Chicago","2012","1"
"Senza","Lakeview East","Chicago","2012",""
"Sepia","West Loop","Chicago","2012","1"
"Sixteen","River North","Chicago","2012",""
"Smyth","West Loop","Chicago","2012",""
"Spiaggia","Magnificent Mile","Chicago","2012","1"
"Takashi","Bucktown","Chicago","2012","1"
"Topolobampo","River North","Chicago","2012","1"
"The Lobby","Magnificent Mile","Chicago","2012",""
"Tru","Streeterville","Chicago","2012","1"
"Vie","Western Springs","Chicago","2012","1"
"Blue Duck Tavern","West End","DC","2012",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2012",""
"Kinship","Mount Vernon Square","DC","2012",""
"Komi","Dupont Circle","DC","2012",""
"Masseria","Union Market","DC","2012",""
"Métier","Mount Vernon Square","DC","2012",""
"Minibar by José Andrés","Penn Quarter","DC","2012",""
"Pineapple & Pearls","Eastern Market","DC","2012",""
"Plume","Downtown","DC","2012",""
"Rose's Luxury","Eastern Market","DC","2012",""
"Sushi Taro","Dupont Circle","DC","2012",""
"Tail Up Goat","Adams Morgan","DC","2012",""
"The Dabney","Mount Vernon Square","DC","2012",""
"The Inn at Little Washington","Washington, Virginia","DC","2012",""
"15 East","Manhattan","New York","2013","1"
"A Voce Columbus","Manhattan","New York","2013","1"
"A Voce Madison","Manhattan","New York","2013","1"
"Adour","Manhattan","New York","2013","1"
"Agern","Manhattan","New York","2013",""
"Ai Fiori","Manhattan","New York","2013","1"
"Alain Ducasse at the Essex House","Manhattan","New York","2013","Closed"
"Aldea","Manhattan","New York","2013","1"
"Allen & Delancey","Manhattan","New York","2013",""
"Alto","Manhattan","New York","2013",""
"Andanada","Manhattan","New York","2013",""
"Annisa","Manhattan","New York","2013","1"
"Anthos","Manhattan","New York","2013",""
"L'Appart","Manhattan","New York","2013",""
"Aquavit","Manhattan","New York","2013","1"
"Aska","Brooklyn","New York","2013",""
"L'Atelier de Joël Robuchon","Manhattan","New York","2013",""
"Atera","Manhattan","New York","2013","2"
"Aureole","Manhattan","New York","2013","1"
"Babbo","Manhattan","New York","2013",""
"Bar Uchū","Manhattan","New York","2013",""
"Bâtard","Manhattan","New York","2013",""
"Le Bernardin","Manhattan","New York","2013","3"
"Betony","Manhattan","New York","2013",""
"Blanca","Brooklyn","New York","2013","1"
"BLT Fish","Manhattan","New York","2013",""
"Blue Hill","Manhattan","New York","2013","1"
"Bouley","Manhattan","New York","2013","1"
"The Breslin","Manhattan","New York","2013","1"
"Brushstroke","Manhattan","New York","2013","1"
"Café Boulud","Manhattan","New York","2013","1"
"Café China","Manhattan","New York","2013","1"
"Café Gray","Manhattan","New York","2013",""
"Cagen","Manhattan","New York","2013",""
"Carbone","Manhattan","New York","2013",""
"Casa Enrique","Queens","New York","2013",""
"Casa Mono","Manhattan","New York","2013","1"
"Caviar Russe","Manhattan","New York","2013",""
"Chef's Table at Brooklyn Fare","Manhattan","New York","2013","3"
"The Clocktower (restaurant)","Manhattan","New York","2013",""
"Contra","Manhattan","New York","2013",""
"Convivio","Manhattan","New York","2013",""
"Corton","Manhattan","New York","2013","2"
"Cote (restaurant)","Manhattan","New York","2013",""
"Country","Manhattan","New York","2013",""
"Craft","Manhattan","New York","2013",""
"Cru","Manhattan","New York","2013",""
"Daniel","Manhattan","New York","2013","3"
"Danji","Manhattan","New York","2013","1"
"Danny Brown Wine Bar & Kitchen","Queens","New York","2013","1"
"Danube","Manhattan","New York","2013",""
"Del Posto","Manhattan","New York","2013","1"
"Delaware & Hudson","Brooklyn","New York","2013",""
"Devi","Manhattan","New York","2013",""
"Dovetail","Manhattan","New York","2013","1"
"Dressler","Brooklyn","New York","2013","1"
"Eighty-One","Manhattan","New York","2013",""
"Eleven Madison Park","Manhattan","New York","2013","3"
"Etats-Unis","Manhattan","New York","2013",""
"Faro","Brooklyn","New York","2013",""
"Fiamma Osteria","Manhattan","New York","2013",""
"The Finch","Brooklyn","New York","2013",""
"Fleur de Sel","Manhattan","New York","2013",""
"Gabriel Kreuther","Manhattan","New York","2013",""
"Gilt","Manhattan","New York","2013","2"
"Gordon Ramsay at The London","Manhattan","New York","2013","2"
"Gotham Bar and Grill","Manhattan","New York","2013","1"
"La Goulue","Manhattan","New York","2013",""
"Gramercy Tavern","Manhattan","New York","2013","1"
"Gunter Seeger","Manhattan","New York","2013",""
"Hakkasan","Manhattan","New York","2013","1"
"Heartbreak","Manhattan","New York","2013","1"
"Hirohisa","Manhattan","New York","2013",""
"Ichimura at Brushstroke","Manhattan","New York","2013",""
"Insieme","Manhattan","New York","2013",""
"Jean-Georges","Manhattan","New York","2013","3"
"Jewel Bako","Manhattan","New York","2013","1"
"JoJo","Manhattan","New York","2013",""
"Jungsik","Manhattan","New York","2013","1"
"Juni","Manhattan","New York","2013",""
"Junoon","Manhattan","New York","2013","1"
"Kajitsu","Manhattan","New York","2013","1"
"Kanoyama","Manhattan","New York","2013",""
"Kurumazushi","Manhattan","New York","2013",""
"Kyo Ya","Manhattan","New York","2013","1"
"Lan Sheng","Manhattan","New York","2013","1"
"Laut","Manhattan","New York","2013",""
"Lever House","Manhattan","New York","2013",""
"Lincoln","Manhattan","New York","2013",""
"Lo Scalco","Manhattan","New York","2013",""
"Luksus at Torst","Brooklyn","New York","2013",""
"M. Wells Steakhouse","Queens","New York","2013",""
"Marc Forgione","Manhattan","New York","2013",""
"March","Manhattan","New York","2013",""
"Marea","Manhattan","New York","2013","2"
"Masa","Manhattan","New York","2013","3"
"Meadowsweet","Brooklyn","New York","2013",""
"Minetta Tavern","Manhattan","New York","2013","1"
"The Modern","Manhattan","New York","2013","1"
"Momofuku Ko","Manhattan","New York","2013","2"
"The Musket Room","Manhattan","New York","2013",""
"Nix","Manhattan","New York","2013",""
"Nobu","Manhattan","New York","2013",""
"The NoMad","Manhattan","New York","2013","1"
"Oceana","Manhattan","New York","2013","1"
"Per Se","Manhattan","New York","2013","3"
"Perry Street","Manhattan","New York","2013",""
"Peter Luger Steak House","Brooklyn","New York","2013","1"
"Picholine","Manhattan","New York","2013","1"
"Piora","Manhattan","New York","2013",""
"Pok Pok NY","Brooklyn","New York","2013",""
"Public","Manhattan","New York","2013","1"
"Rebelle","Manhattan","New York","2013",""
"Le Restaurant","Manhattan","New York","2013",""
"Rhong-Tiam","Manhattan","New York","2013",""
"The River Café","Brooklyn","New York","2013","1"
"Rosanjin","Manhattan","New York","2013","1"
"Rouge Tomate","Manhattan","New York","2013","1"
"Satsuki (restaurant)","Manhattan","New York","2013",""
"Saul","Brooklyn","New York","2013","1"
"Scalini Fedeli","Manhattan","New York","2013",""
"Seäsonal","Manhattan","New York","2013","1"
"Semilla","Brooklyn","New York","2013",""
"Shalezeh","Manhattan","New York","2013",""
"SHO Shaun Hergatt","Manhattan","New York","2013",""
"La Sirena","Manhattan","New York","2013",""
"Somtum Der","Manhattan","New York","2013",""
"Soto","Manhattan","New York","2013","2"
"The Spotted Pig","Manhattan","New York","2013","1"
"Sushi Amane","Manhattan","New York","2013",""
"Sushi Azabu","Manhattan","New York","2013","1"
"Sushi Ginza Onodera","Manhattan","New York","2013",""
"Sushi Inoue","Manhattan","New York","2013",""
"Sushi of Gari","Manhattan","New York","2013","1"
"Sushi Yasuda","Manhattan","New York","2013",""
"Sushi Zo","Manhattan","New York","2013",""
"Take Root","Brooklyn","New York","2013",""
"Tamarind Tribeca","Manhattan","New York","2013","1"
"Telepan","Manhattan","New York","2013",""
"Tempura Matsui","Manhattan","New York","2013",""
"Tori Shin","Manhattan","New York","2013","1"
"Torrisi Italian Specialities","Manhattan","New York","2013","1"
"Tulsi","Manhattan","New York","2013","1"
"Uncle Boons","Manhattan","New York","2013",""
"Ushiwakamaru","Manhattan","New York","2013",""
"La Vara","Brooklyn","New York","2013",""
"Veritas","Manhattan","New York","2013",""
"Vong","Manhattan","New York","2013",""
"Wallsé","Manhattan","New York","2013","1"
"wd~50","Manhattan","New York","2013","1"
"Zabb Elee","Queens","New York","2013",""
"ZZ's Clam Bar","Manhattan","New York","2013",""
"Acquerello","Nob Hill","San Francisco","2013","1"
"Adega","San Jose","San Francisco","2013",""
"Alexander’s Steakhouse","Cupertino","San Francisco","2013","1"
"All Spice","San Mateo","San Francisco","2013","1"
"Al's Place","Mission","San Francisco","2013",""
"Ame","SoMa","San Francisco","2013","1"
"Applewood","Guerneville","San Francisco","2013",""
"Aster","Mission","San Francisco","2013",""
"Atelier Crenn","Cow Hollow","San Francisco","2013","2"
"Aqua","Financial District","San Francisco","2013","Closed"
"Auberge du Soleil","Rutherford","San Francisco","2013","1"
"Aziza","Richmond","San Francisco","2013","1"
"Baumé","Palo Alto","San Francisco","2013","2"
"Benu","SoMa","San Francisco","2013","2"
"Bistro Jeanty","Yountville","San Francisco","2013",""
"Bouchon","Yountville","San Francisco","2013","1"
"Boulevard","SoMa","San Francisco","2013","1"
"Bushi-Tei","Japantown","San Francisco","2013","Closed"
"Californios","Mission","San Francisco","2013",""
"Campton Place","Union Square","San Francisco","2013","1"
"Chez Panisse","Berkeley","San Francisco","2013",""
"Chez TJ","Mountain View","San Francisco","2013","1"
"Coi","North Beach","San Francisco","2013","2"
"Commis","Oakland","San Francisco","2013","1"
"Commonwealth","Mission","San Francisco","2013",""
"Cortez","Financial District","San Francisco","2013","Closed"
"Cyrus","Healdsburg","San Francisco","2013","Closed"
"Dio Deka","Los Gatos","San Francisco","2013",""
"Dry Creek Kitchen","Healdsburg","San Francisco","2013",""
"El Paseo","Mill Valley","San Francisco","2013","Closed"
"Etoile","Yountville","San Francisco","2013",""
"Farmhouse Inn & Restaurant","Forestville","San Francisco","2013","1"
"Fifth Floor","SoMa","San Francisco","2013",""
"Fleur de Lys","Financial District","San Francisco","2013",""
"Frances","Castro","San Francisco","2013","1"
"Gary Danko","North Beach","San Francisco","2013","1"
"Hashiri","SoMa","San Francisco","2013",""
"In Situ","SoMa","San Francisco","2013",""
"Jū-Ni","North Panhandle","San Francisco","2013",""
"K&L Bistro","Sebastopol","San Francisco","2013",""
"Keiko à Nob Hill","Nob Hill","San Francisco","2013","1"
"Kenzo","Napa","San Francisco","2013",""
"Kin Khao","Union Square","San Francisco","2013",""
"Kinjo","Russian Hill","San Francisco","2013",""
"Kusakabe","Financial District","San Francisco","2013",""
"La Costanera","Montara","San Francisco","2013","1"
"La Folie","Russian Hill","San Francisco","2013","1"
"La Toque","Rutherford","San Francisco","2013","1"
"Lazy Bear","Mission","San Francisco","2013",""
"Lord Stanley","Nob Hill","San Francisco","2013",""
"Luce","SoMa","San Francisco","2013","1"
"Madera","Menlo Park","San Francisco","2013","1"
"Madrona Manor","Healdsburg","San Francisco","2013","1"
"Manresa","Los Gatos","San Francisco","2013","2"
"Martini House","St. Helena","San Francisco","2013","Closed"
"Maruya","Mission","San Francisco","2013",""
"Masa's","Nob Hill","San Francisco","2013","1"
"Michael Mina","Financial District","San Francisco","2013","1"
"Mirepoix","Windsor","San Francisco","2013","Closed"
"Mister Jiu’s","Chinatown","San Francisco","2013",""
"Mosu","Fillmore","San Francisco","2013",""
"Mourad","SoMa","San Francisco","2013",""
"Murray Circle","Sausalito","San Francisco","2013",""
"Nico","Pacific Heights","San Francisco","2013",""
"Octavia","Lower Pacific Heights","San Francisco","2013",""
"Omakase","SoMa","San Francisco","2013",""
"One Market","SoMa","San Francisco","2013",""
"Plumed Horse","Saratoga","San Francisco","2013","1"
"Quince","Jackson Square","San Francisco","2013","1"
"Range","Mission","San Francisco","2013",""
"Rasa","Burlingame","San Francisco","2013",""
"Redd","Yountville","San Francisco","2013","1"
"Rich Table","Hayes Valley","San Francisco","2013",""
"Rubicon","Financial District","San Francisco","2013","Closed"
"Saison","SoMa","San Francisco","2013","2"
"Sante","Sonoma","San Francisco","2013",""
"SingleThread Farms","Healdsburg","San Francisco","2013",""
"Solbar","Calistoga","San Francisco","2013","1"
"Sons & Daughters","Nob Hill","San Francisco","2013","1"
"SPQR","Fillmore","San Francisco","2013","1"
"Spruce","Presidio Heights","San Francisco","2013","1"
"State Bird Provisions","Fillmore","San Francisco","2013",""
"Sushi Ran","Sausalito","San Francisco","2013",""
"Sushi Yoshizumi","San Mateo","San Francisco","2013",""
"Terra","St. Helena","San Francisco","2013","1"
"Terrapin Creek","Bodega Bay","San Francisco","2013","1"
"The Dining Room at the Ritz-Carlton","Nob Hill","San Francisco","2013","Closed"
"The French Laundry","Yountville","San Francisco","2013","3"
"The Progress","Fillmore","San Francisco","2013",""
"The Restaurant at Meadowood","St. Helena","San Francisco","2013","3"
"The Village Pub","Woodside","San Francisco","2013","1"
"Trevese","Los Gatos","San Francisco","2013","Closed"
"Ubuntu","Napa","San Francisco","2013","Closed"
"Wako","Richmond","San Francisco","2013",""
"Wakuriya","San Mateo","San Francisco","2013","1"
"42 Grams","Uptown","Chicago","2013",""
"Acadia","South Loop","Chicago","2013","1"
"Alinea","Lincoln Park","Chicago","2013","3"
"Avenues","Magnificent Mile","Chicago","2013","Closed"
"Band of Bohemia","Ravenswood","Chicago","2013",""
"Blackbird","West Loop","Chicago","2013","1"
"Boka","Lincoln Park","Chicago","2013","1"
"Bonsoirée","Logan Square","Chicago","2013","Closed"
"Charlie Trotter's","Lincoln Park","Chicago","2013","Closed"
"Crofton on Wells","River North","Chicago","2013","Closed"
"Courtright's","Willow Springs","Chicago","2013",""
"Dusek's","Pilsen","Chicago","2013",""
"El Ideas","Douglas Park","Chicago","2013",""
"Elizabeth","Ravenswood","Chicago","2013",""
"Elske","West Loop","Chicago","2013",""
"Entente","Lakeview","Chicago","2013",""
"Everest","Loop","Chicago","2013","1"
"Goosefoot","Ravenswood","Chicago","2013","1"
"Grace","West Loop","Chicago","2013",""
"Graham Elliot","River North","Chicago","2013","2"
"GreenRiver","Streeterville","Chicago","2013",""
"L2O","Lincoln Park","Chicago","2013","2"
"Longman & Eagle","Logan Square","Chicago","2013","1"
"Mexique","West Town","Chicago","2013","1"
"Moto","Fulton Market","Chicago","2013","1"
"NAHA","River North","Chicago","2013","1"
"NoMI","Magnificent Mile","Chicago","2013",""
"North Pond","Lincoln Park","Chicago","2013",""
"Oriole","West Loop","Chicago","2013",""
"Parachute","Avondale","Chicago","2013",""
"RIA","Gold Coast","Chicago","2013","Closed"
"Roister","Fulton Market","Chicago","2013",""
"Schwa","West Town","Chicago","2013","1"
"Seasons","Magnificent Mile","Chicago","2013","Closed"
"Senza","Lakeview East","Chicago","2013",""
"Sepia","West Loop","Chicago","2013","1"
"Sixteen","River North","Chicago","2013","1"
"Smyth","West Loop","Chicago","2013",""
"Spiaggia","Magnificent Mile","Chicago","2013","1"
"Takashi","Bucktown","Chicago","2013","1"
"Topolobampo","River North","Chicago","2013","1"
"The Lobby","Magnificent Mile","Chicago","2013",""
"Tru","Streeterville","Chicago","2013","1"
"Vie","Western Springs","Chicago","2013",""
"Blue Duck Tavern","West End","DC","2013",""
"Fiola by Fabio Trabocchi","Penn Quarter","DC","2013",""
"Kinship","Mount Vernon Square","DC","2013",""
"Komi","Dupont Circle","DC","2013",""
"Masseria","Union Market","DC","2013",""
"Métier","Mount Vernon Square","DC","2013",""
"Minibar by José Andrés","Penn Quarter","DC","2013",""
"Pineapple & Pearls","Eastern Market","DC","2013",""
"Plume","Downtown","DC","2013",""
"Rose's Luxury","Eastern Market","DC","2013",""
"Sushi Taro","Dupont Circle","DC","2013",""
"Tail Up Goat","Adams Morgan","DC","2013",""
"The Dabney","Mount Vernon Square","DC","2013",""
"The Inn at Little Washington","Washington, Virginia","DC","2013",""
"15 East","Manhattan","New York","2014","1"
"A Voce Columbus","Manhattan","New York","2014","1"
"A Voce Madison","Manhattan","New York","2014","1"
"Adour","Manhattan","New York","2014",""
"Agern","Manhattan","New York","2014",""
"Ai Fiori","Manhattan","New York","2014","1"
"Alain Ducasse at the Essex House","Manhattan","New York","2014","Closed"
"Aldea","Manhattan","New York","2014","1"
"Allen & Delancey","Manhattan","New York","2014",""
"Alto","Manhattan","New York","2014",""
"Andanada","Manhattan","New York","2014",""
"Annisa","Manhattan","New York","2014","1"
"Anthos","Manhattan","New York","2014",""
"L'Appart","Manhattan","New York","2014",""
"Aquavit","Manhattan","New York","2014","1"
"Aska","Brooklyn","New York","2014","1"
"L'Atelier de Joël Robuchon","Manhattan","New York","2014",""
"Atera","Manhattan","New York","2014","2"
"Aureole","Manhattan","New York","2014","1"
"Babbo","Manhattan","New York","2014","1"
"Bar Uchū","Manhattan","New York","2014",""
"Bâtard","Manhattan","New York","2014",""
"Le Bernardin","Manhattan","New York","2014","3"
"Betony","Manhattan","New York","2014",""
"Blanca","Brooklyn","New York","2014","1"
"BLT Fish","Manhattan","New York","2014",""
"Blue Hill","Manhattan","New York","2014","1"
"Bouley","Manhattan","New York","2014","1"
"The Breslin","Manhattan","New York","2014","1"
"Brushstroke","Manhattan","New York","2014","1"
"Café Boulud","Manhattan","New York","2014","1"
"Café China","Manhattan","New York","2014","1"
"Café Gray","Manhattan","New York","2014",""
"Cagen","Manhattan","New York","2014",""
"Carbone","Manhattan","New York","2014","1"
"Casa Enrique","Queens","New York","2014",""
"Casa Mono","Manhattan","New York","2014","1"
"Caviar Russe","Manhattan","New York","2014","1"
"Chef's Table at Brooklyn Fare","Manhattan","New York","2014","3"
"The Clocktower (restaurant)","Manhattan","New York","2014",""
"Contra","Manhattan","New York","2014",""
"Convivio","Manhattan","New York","2014",""
"Corton","Manhattan","New York","2014",""
"Cote (restaurant)","Manhattan","New York","2014",""
"Country","Manhattan","New York","2014",""
"Craft","Manhattan","New York","2014",""
"Cru","Manhattan","New York","2014",""
"Daniel","Manhattan","New York","2014","3"
"Danji","Manhattan","New York","2014","1"
"Danny Brown Wine Bar & Kitchen","Queens","New York","2014","1"
"Danube","Manhattan","New York","2014",""
"Del Posto","Manhattan","New York","2014","1"
"Delaware & Hudson","Brooklyn","New York","2014",""
"Devi","Manhattan","New York","2014",""
"Dovetail","Manhattan","New York","2014","1"
"Dressler","Brooklyn","New York","2014",""
"Eighty-One","Manhattan","New York","2014",""
"Eleven Madison Park","Manhattan","New York","2014","3"
"Etats-Unis","Manhattan","New York","2014",""
"Faro","Brooklyn","New York","2014",""
"Fiamma Osteria","Manhattan","New York","2014",""
"The Finch","Brooklyn","New York","2014",""
"Fleur de Sel","Manhattan","New York","2014",""
"Gabriel Kreuther","Manhattan","New York","2014",""
"Gilt","Manhattan","New York","2014",""
"Gordon Ramsay at The London","Manhattan","New York","2014",""
"Gotham Bar and Grill","Manhattan","New York","2014","1"
"La Goulue","Manhattan","New York","2014",""
"Gramercy Tavern","Manhattan","New York","2014","1"
"Gunter Seeger","Manhattan","New York","2014",""
"Hakkasan","Manhattan","New York","2014","1"
"Heartbreak","Manhattan","New York","2014",""
"Hirohisa","Manhattan","New York","2014",""
"Ichimura at Brushstroke","Manhattan","New York","2014","1"
"Insieme","Manhattan","New York","2014",""
"Jean-Georges","Manhattan","New York","2014","3"
"Jewel Bako","Manhattan","New York","2014","1"
"JoJo","Manhattan","New York","2014",""
"Jungsik","Manhattan","New York","2014","2"
"Juni","Manhattan","New York","2014",""
"Junoon","Manhattan","New York","2014","1"
"Kajitsu","Manhattan","New York","2014","1"
"Kanoyama","Manhattan","New York","2014",""
"Kurumazushi","Manhattan","New York","2014",""
"Kyo Ya","Manhattan","New York","2014","1"
"Lan Sheng","Manhattan","New York","2014","1"
"Laut","Manhattan","New York","2014",""
"Lever House","Manhattan","New York","2014",""
"Lincoln","Manhattan","New York","2014","1"
"Lo Scalco","Manhattan","New York","2014",""
"Luksus at Torst","Brooklyn","New York","2014",""
"M. Wells Steakhouse","Queens","New York","2014",""
"Marc Forgione","Manhattan","New York","2014",""
"March","Manhattan","New York","2014",""
"Marea","Manhattan","New York","2014","2"
"Masa","Manhattan","New York","2014","3"
"Meadowsweet","Brooklyn","New York","2014",""
"Minetta Tavern","Manhattan","New York","2014","1"
"The Modern","Manhattan","New York","2014","1"
"Momofuku Ko","Manhattan","New York","2014","2"
"The Musket Room","Manhattan","New York","2014","1"
"Nix","Manhattan","New York","2014",""
"Nobu","Manhattan","New York","2014",""
"The NoMad","Manhattan","New York","2014","1"
"Oceana","Manhattan","New York","2014","1"
"Per Se","Manhattan","New York","2014","3"
"Perry Street","Manhattan","New York","2014",""
"Peter Luger Steak House","Brooklyn","New York","2014","1"
"Picholine","Manhattan","New York","2014",""
"Piora","Manhattan","New York","2014",""
"Pok Pok NY","Brooklyn","New York","2014",""
"Public","Manhattan","New York","2014","1"
"Rebelle","Manhattan","New York","2014",""
"Le Restaurant","Manhattan","New York","2014","1"
"Rhong-Tiam","Manhattan","New York","2014",""
"The River Café","Brooklyn","New York","2014",""
"Rosanjin","Manhattan","New York","2014","1"
"Rouge Tomate","Manhattan","New York","2014","1"
"Satsuki (restaurant)","Manhattan","New York","2014",""
